ENSG	Name	Size
ENSG00000102683.7	SGCG	1624
ENSG00000102699.5	PARP4	2220.66666666667
ENSG00000102710.18	SUPT20H	1711
ENSG00000102738.7	MRPS31	834.75
ENSG00000102743.13	SLC25A15	926.75
ENSG00000102753.8	KPNA3	2531
ENSG00000102755.9	FLT1	3319.33333333333
ENSG00000102760.12	RGCC	601.5
ENSG00000102763.14	VWA8	2894.25
ENSG00000102780.15	DGKH	4515.8
ENSG00000102781.12	KATNAL1	2182.2
ENSG00000102786.13	INTS6	2282.65
ENSG00000102794.8	ACOD1	2131
ENSG00000102796.9	DHRS12	835
ENSG00000102802.8	MEDAG	1412
ENSG00000102804.13	TSC22D1	1763.76923076923
ENSG00000102805.12	CLN5	2730.73684210526
ENSG00000102837.6	OLFM4	2897
ENSG00000102854.13	MSLN	1587.75
ENSG00000102858.11	MGRN1	1776.66666666667
ENSG00000102870.5	ZNF629	6087
ENSG00000102871.14	TRADD	1132.4
ENSG00000102878.14	HSF4	894.88
ENSG00000102879.14	CORO1A	1148
ENSG00000102882.10	MAPK3	1148.46666666667
ENSG00000102886.13	GDPD3	764.6
ENSG00000102890.13	ELMO3	1750.6
ENSG00000102891.3	MT4	294
ENSG00000102893.14	PHKB	1718.6875
ENSG00000102897.8	LYRM1	1145.4
ENSG00000102898.10	NUTF2	1173.875
ENSG00000102900.11	NUP93	1253.61904761905
ENSG00000102901.11	CENPT	1073.51428571429
ENSG00000102904.13	TSNAXIP1	1460
ENSG00000102908.19	NFAT5	6391.16666666667
ENSG00000102910.12	LONP2	2441.66666666667
ENSG00000102921.6	N4BP1	1918.66666666667
ENSG00000102924.10	CBLN1	1341.66666666667
ENSG00000102931.6	ARL2BP	1081.75
ENSG00000102934.8	PLLP	2120.8
ENSG00000102935.10	ZNF423	4325.25
ENSG00000102962.4	CCL22	2929
ENSG00000102967.10	DHODH	1469.11111111111
ENSG00000102970.9	CCL17	582.5
ENSG00000102974.13	CTCF	2848
ENSG00000102977.12	ACD	1262.4
ENSG00000102978.11	POLR2C	938
ENSG00000102981.8	PARD6A	1240
ENSG00000102984.13	ZNF821	1272.04761904762
ENSG00000102996.4	MMP15	2299.5
ENSG00000103005.10	USB1	1246
ENSG00000103018.15	CYB5B	2120.28571428571
ENSG00000103021.8	CCDC113	2146.66666666667
ENSG00000103023.10	PRSS54	1268.16666666667
ENSG00000103024.6	NME3	843.272727272727
ENSG00000103034.13	NDRG4	1207.69387755102
ENSG00000103035.9	PSMD7	991.5
ENSG00000103037.10	SETD6	1282.46153846154
ENSG00000103042.7	SLC38A7	1461.5
ENSG00000103043.13	VAC14	1602.58333333333
ENSG00000103044.9	HAS3	1786.6
ENSG00000103047.6	TANGO6	1108.2
ENSG00000103051.17	COG4	1590.07142857143
ENSG00000103056.10	SMPD3	1329.41666666667
ENSG00000103061.10	SLC7A6OS	2082.6
ENSG00000103064.12	SLC7A6	1920.1875
ENSG00000103066.11	PLA2G15	1189.5
ENSG00000103067.10	ESRP2	1494.83333333333
ENSG00000103089.7	FA2H	1381.2
ENSG00000103091.13	WDR59	961.818181818182
ENSG00000103111.13	MON1B	1756.5
ENSG00000103121.7	CMC2	1095.66666666667
ENSG00000103126.13	AXIN1	2946
ENSG00000103145.9	HCFC1R1	854.444444444444
ENSG00000103148.14	NPRL3	1692.57142857143
ENSG00000103150.5	MLYCD	8763.5
ENSG00000103152.10	MPG	966.2
ENSG00000103154.8	NECAB2	1079.4
ENSG00000103160.10	HSDL1	1326.375
ENSG00000103168.15	TAF1C	1871
ENSG00000103174.10	NAGPA	1185.58823529412
ENSG00000103175.9	WFDC1	2345.4
ENSG00000103184.10	SEC14L5	3517.5
ENSG00000103187.7	COTL1	1812.5
ENSG00000103194.14	USP10	968.526315789474
ENSG00000103196.10	CRISPLD2	1509.09090909091
ENSG00000103197.15	TSC2	2132.80769230769
ENSG00000103199.12	ZNF500	1780.875
ENSG00000103200.6	AC069335.1	472
ENSG00000103202.11	NME4	1129.25
ENSG00000103222.17	ABCC1	2841.75
ENSG00000103226.16	NOMO3	1293.94117647059
ENSG00000103227.17	LMF1	1300.35294117647
ENSG00000103241.6	FOXF1	3516
ENSG00000103245.12	NARFL	1347.6
ENSG00000103248.16	MTHFSD	1117.15789473684
ENSG00000103249.16	CLCN7	1811.57142857143
ENSG00000103253.16	HAGHL	1015.68421052632
ENSG00000103254.8	FAM173A	908.625
ENSG00000103257.7	SLC7A5	3100
ENSG00000103260.7	METRN	1175.33333333333
ENSG00000103264.14	FBXO31	1613
ENSG00000103266.9	STUB1	916.818181818182
ENSG00000103269.12	RHBDL1	1346.25
ENSG00000103274.9	NUBP1	845.5
ENSG00000103275.17	UBE2I	1428.57894736842
ENSG00000103310.9	ZP2	1516.2
ENSG00000103313.10	MEFV	2241.42857142857
ENSG00000103316.9	CRYM	905.8
ENSG00000103319.10	EEF2K	2719.25
ENSG00000103326.9	CAPN15	1753
ENSG00000103335.18	PIEZO1	1377.26666666667
ENSG00000103342.11	GSPT1	1796.9
ENSG00000103343.11	ZNF174	1494.6
ENSG00000103351.11	CLUAP1	1510.08333333333
ENSG00000103353.14	UBFD1	1709.4
ENSG00000103355.11	PRSS33	1473
ENSG00000103356.14	EARS2	1235.58823529412
ENSG00000103363.13	ELOB	674.6
ENSG00000103365.14	GGA2	1016.05882352941
ENSG00000103375.9	AQP8	1317.5
ENSG00000103381.10	CPPED1	2683
ENSG00000103404.13	USP31	4800.33333333333
ENSG00000103415.10	HMOX2	1266.38888888889
ENSG00000103423.12	DNAJA3	1359.5
ENSG00000103426.11	CORO7-PAM16	2590.33333333333
ENSG00000103429.9	BFAR	1095.5
ENSG00000103449.10	SALL1	3053.4
ENSG00000103460.15	TOX3	2178.2
ENSG00000103472.8	RRN3P2	1787
ENSG00000103479.13	RBL2	2050.57142857143
ENSG00000103485.16	QPRT	1508.5
ENSG00000103489.10	XYLT1	2921.75
ENSG00000103490.13	PYCARD	868.25
ENSG00000103494.11	RPGRIP1L	2936.5
ENSG00000103495.12	MAZ	1313
ENSG00000103496.13	STX4	923.941176470588
ENSG00000103502.12	CDIPT	1450.6
ENSG00000103507.12	BCKDK	1493.7
ENSG00000103510.18	KAT8	1523.71428571429
ENSG00000103512.13	NOMO1	2038.125
ENSG00000103522.14	IL21R	2394.6
ENSG00000103528.15	SYT17	1659.88888888889
ENSG00000103534.15	TMC5	2791.36363636364
ENSG00000103540.15	CCP110	2247.27272727273
ENSG00000103544.13	C16orf62	1500.39130434783
ENSG00000103546.17	SLC6A2	2178.3
ENSG00000103549.20	RNF40	2041.33333333333
ENSG00000103550.12	KNOP1	2150.4
ENSG00000103569.8	AQP9	1939.75
ENSG00000103591.11	AAGAB	1398
ENSG00000103599.18	IQCH	1624.42857142857
ENSG00000103642.10	LACTB	1465.25
ENSG00000103647.11	CORO2B	3519.5
ENSG00000103653.15	CSK	1105.71428571429
ENSG00000103657.12	HERC1	1865.07142857143
ENSG00000103671.8	TRIP4	823.416666666667
ENSG00000103707.8	MTFMT	1151.42857142857
ENSG00000103710.9	RASL12	1715
ENSG00000103723.11	AP3B2	1780.6
ENSG00000103740.8	ACSBG1	1435.69230769231
ENSG00000103742.10	IGDCC4	2840.83333333333
ENSG00000103769.8	RAB11A	1187.66666666667
ENSG00000103811.14	CTSH	936.388888888889
ENSG00000103832.10	GOLGA8UP	1755
ENSG00000103852.11	TTC23	1518.94444444444
ENSG00000103855.16	CD276	1280.68421052632
ENSG00000103876.10	FAH	1247.53846153846
ENSG00000103888.14	CEMIP	3900.16666666667
ENSG00000103932.10	RPAP1	1750.25
ENSG00000103942.11	HOMER2	1912.3
ENSG00000103966.8	EHD4	4224
ENSG00000103978.14	TMEM87A	1234.07692307692
ENSG00000103994.15	ZNF106	2915.33333333333
ENSG00000103995.12	CEP152	2069.2
ENSG00000104043.13	ATP8B4	2219.55555555556
ENSG00000104044.14	OCA2	2000
ENSG00000104047.13	DTWD1	2038.63636363636
ENSG00000104055.13	TGM5	1852.375
ENSG00000104059.4	FAM189A1	1790.5
ENSG00000104064.15	GABPB1	1949.08333333333
ENSG00000104067.15	TJP1	3371.33333333333
ENSG00000104081.12	BMF	1395.2
ENSG00000104093.12	DMXL2	3002.5
ENSG00000104112.7	SCG3	2124.66666666667
ENSG00000104129.8	DNAJC17	976.666666666667
ENSG00000104131.11	EIF3J	1060.85714285714
ENSG00000104133.13	SPG11	1823.72
ENSG00000104140.6	RHOV	1705
ENSG00000104142.9	VPS18	1939.33333333333
ENSG00000104147.7	OIP5	860.5
ENSG00000104154.6	SLC30A4	4246.5
ENSG00000104164.9	BLOC1S6	1098.15
ENSG00000104177.16	MYEF2	2073.23529411765
ENSG00000104205.11	SGK3	1584.42857142857
ENSG00000104213.11	PDGFRL	1483.33333333333
ENSG00000104218.12	CSPP1	2197.42857142857
ENSG00000104219.11	ZDHHC2	1841.25
ENSG00000104221.11	BRF2	1204.5
ENSG00000104228.11	TRIM35	1621.5
ENSG00000104231.9	ZFAND1	917.625
ENSG00000104237.6	RP1	2700.71428571429
ENSG00000104267.8	CA2	910.8
ENSG00000104290.9	FZD3	7075.25
ENSG00000104299.13	INTS9	1136.52631578947
ENSG00000104312.7	RIPK2	1388.25
ENSG00000104313.16	EYA1	2792
ENSG00000104320.12	NBN	1827.3
ENSG00000104321.9	TRPA1	1697.83333333333
ENSG00000104324.14	CPQ	793.666666666667
ENSG00000104325.5	DECR1	749.684210526316
ENSG00000104327.6	CALB1	1327.90909090909
ENSG00000104331.7	IMPAD1	2756.66666666667
ENSG00000104332.10	SFRP1	4182.5
ENSG00000104341.15	LAPTM4B	1866
ENSG00000104343.18	UBE2W	2716.71428571429
ENSG00000104356.9	POP1	2263.5
ENSG00000104361.8	NIPAL2	1583
ENSG00000104365.12	IKBKB	1841.96428571429
ENSG00000104368.16	PLAT	1629.91666666667
ENSG00000104369.4	JPH1	2196.33333333333
ENSG00000104371.4	DKK4	894
ENSG00000104375.14	STK3	1379.35294117647
ENSG00000104381.11	GDAP1	1112.125
ENSG00000104388.13	RAB2A	915.916666666667
ENSG00000104408.8	EIF3E	838.944444444444
ENSG00000104412.6	EMC2	963.285714285714
ENSG00000104413.14	ESRP1	2182.36363636364
ENSG00000104415.12	WISP1	1525.8
ENSG00000104419.13	NDRG1	1307.5
ENSG00000104427.10	ZC2HC1A	1370
ENSG00000104432.11	IL7	1124.63636363636
ENSG00000104435.12	STMN2	1202.33333333333
ENSG00000104442.8	ARMC1	1501.83333333333
ENSG00000104447.10	TRPS1	3657.27272727273
ENSG00000104450.11	SPAG1	1836
ENSG00000104472.8	CHRAC1	1304
ENSG00000104490.16	NCALD	1091.25925925926
ENSG00000104497.12	SNX16	1342.41666666667
ENSG00000104499.5	GML	571.5
ENSG00000104517.11	UBR5	2880.23076923077
ENSG00000104518.9	GSDMD	1345.125
ENSG00000104522.14	TSTA3	891.3125
ENSG00000104524.12	PYCR3	1389.71428571429
ENSG00000104529.16	EEF1D	930.490909090909
ENSG00000104537.15	ANXA13	1075.16666666667
ENSG00000104549.10	SQLE	1264.16666666667
ENSG00000104611.10	SH2D4A	1455.16666666667
ENSG00000104613.10	INTS10	828.888888888889
ENSG00000104626.13	ERI1	1722.66666666667
ENSG00000104635.12	SLC39A14	1230.81818181818
ENSG00000104643.8	MTMR9	3556.75
ENSG00000104660.16	LEPROTL1	1077.5
ENSG00000104671.6	DCTN6	803.833333333333
ENSG00000104679.9	R3HCC1	1041.7
ENSG00000104687.11	GSR	1471.5
ENSG00000104689.8	TNFRSF10A	1181.75
ENSG00000104691.13	UBXN8	909.5
ENSG00000104695.11	PPP2CB	772.2
ENSG00000104714.12	ERICH1	1298.45454545455
ENSG00000104722.12	NEFM	2442.33333333333
ENSG00000104723.19	TUSC3	1216.23076923077
ENSG00000104728.14	ARHGEF10	2686.46666666667
ENSG00000104731.12	KLHDC4	1280.07692307692
ENSG00000104738.15	MCM4	1152.4375
ENSG00000104755.13	ADAM2	1843.33333333333
ENSG00000104756.14	KCTD9	978
ENSG00000104760.15	FGL1	1135.36363636364
ENSG00000104763.16	ASAH1	1894.10144927536
ENSG00000104765.13	BNIP3L	1273.57142857143
ENSG00000104774.11	MAN2B1	1066.4375
ENSG00000104783.10	KCNN4	1167.11111111111
ENSG00000104804.6	TULP2	783.5
ENSG00000104805.14	NUCB1	1063.58333333333
ENSG00000104808.6	DHDH	801.5
ENSG00000104812.13	GYS1	1381.42857142857
ENSG00000104814.11	MAP4K1	1128.73333333333
ENSG00000104818.14	CGB2	701
ENSG00000104823.7	ECH1	603.764705882353
ENSG00000104824.15	HNRNPL	1466.57142857143
ENSG00000104825.15	NFKBIB	1273.66666666667
ENSG00000104826.10	LHB	514
ENSG00000104827.12	CGB3	877
ENSG00000104833.9	TUBB4A	771.083333333333
ENSG00000104835.13	SARS2	975.214285714286
ENSG00000104848.1	KCNA7	4372
ENSG00000104852.13	SNRNP70	1503.9
ENSG00000104853.14	CLPTM1	1227
ENSG00000104856.12	RELB	1387.57142857143
ENSG00000104859.13	CLASRP	1019
ENSG00000104863.10	LIN7B	653.285714285714
ENSG00000104866.9	PPP1R37	1516.88888888889
ENSG00000104870.11	FCGRT	1080.82352941176
ENSG00000104872.9	PIH1D1	725.458333333333
ENSG00000104879.4	CKM	1657
ENSG00000104880.16	ARHGEF18	3340.6
ENSG00000104881.13	PPP1R13L	1493.33333333333
ENSG00000104883.6	PEX11G	1012.25
ENSG00000104884.13	ERCC2	1585.25
ENSG00000104885.16	DOT1L	1945.22222222222
ENSG00000104886.8	PLEKHJ1	1143.38461538462
ENSG00000104888.8	SLC17A7	2114.4
ENSG00000104889.4	RNASEH2A	970.8
ENSG00000104892.15	KLC3	1478
ENSG00000104894.10	CD37	1065.33333333333
ENSG00000104897.8	SF3A2	849.714285714286
ENSG00000104899.5	AMH	1347
ENSG00000104901.5	DKKL1	742
ENSG00000104903.4	LYL1	1313
ENSG00000104904.11	OAZ1	1104.36363636364
ENSG00000104907.11	TRMT1	1043.54545454545
ENSG00000104915.13	STX10	945.090909090909
ENSG00000104918.6	RETN	389.666666666667
ENSG00000104921.13	FCER2	1542.57142857143
ENSG00000104936.16	DMPK	1633.3
ENSG00000104938.15	CLEC4M	1496.92857142857
ENSG00000104941.6	RSPH6A	2171
ENSG00000104946.9	TBC1D17	1782.11111111111
ENSG00000104951.14	IL4I1	1437.25
ENSG00000104953.17	TLE6	1170.66666666667
ENSG00000104957.12	CCDC130	1078.16666666667
ENSG00000104960.14	PTOV1	1065.85714285714
ENSG00000104964.13	AES	1137.66666666667
ENSG00000104967.6	NOVA2	3030
ENSG00000104969.8	SGTA	1052.2
ENSG00000104970.9	KIR3DX1	1966.25
ENSG00000104972.13	LILRB1	1939.46153846154
ENSG00000104973.13	MED25	1252.64285714286
ENSG00000104974.9	LILRA1	2159.8
ENSG00000104976.10	SNAPC2	858.833333333333
ENSG00000104979.7	C19orf53	565
ENSG00000104980.6	TIMM44	1113.75
ENSG00000104983.7	CCDC61	882.875
ENSG00000104998.3	IL27RA	2962
ENSG00000105011.7	ASF1B	985.2
ENSG00000105048.15	TNNT1	764.529411764706
ENSG00000105053.9	VRK3	1250.57692307692
ENSG00000105058.10	FAM32A	943.6
ENSG00000105063.17	PPP6R1	1602.125
ENSG00000105072.7	C19orf44	1567.5
ENSG00000105085.9	MED26	1543.71428571429
ENSG00000105088.7	OLFM2	1243.2
ENSG00000105122.11	RASAL3	1709.28571428571
ENSG00000105127.7	AKAP8	1901.6
ENSG00000105131.6	EPHX3	1487
ENSG00000105135.14	ILVBL	1274.57142857143
ENSG00000105136.18	ZNF419	1700.29411764706
ENSG00000105137.11	SYDE1	2252.8
ENSG00000105141.5	CASP14	2006
ENSG00000105143.11	SLC1A6	1517.18181818182
ENSG00000105146.11	AURKC	1077.625
ENSG00000105171.8	POP4	962.923076923077
ENSG00000105173.12	CCNE1	1282.71428571429
ENSG00000105176.16	URI1	1015.46153846154
ENSG00000105185.10	PDCD5	652.125
ENSG00000105186.13	ANKRD27	1390.66666666667
ENSG00000105193.7	RPS16	815.625
ENSG00000105197.9	TIMM50	1127.57894736842
ENSG00000105198.9	LGALS13	481.5
ENSG00000105202.6	FBL	809.818181818182
ENSG00000105204.12	DYRK1B	1674.375
ENSG00000105205.6	CLC	635
ENSG00000105219.7	CNTD2	1111.4
ENSG00000105220.13	GPI	1300.17647058824
ENSG00000105221.15	AKT2	1217.65
ENSG00000105223.17	PLD3	948.695652173913
ENSG00000105227.13	PRX	3610.66666666667
ENSG00000105229.5	PIAS4	956.833333333333
ENSG00000105245.8	NUMBL	1283.63636363636
ENSG00000105246.5	EBI3	777.5
ENSG00000105248.14	CCDC94	1117
ENSG00000105251.9	SHD	1106.4
ENSG00000105254.10	TBCB	712
ENSG00000105255.9	FSD1	1032
ENSG00000105258.7	POLR2I	662.142857142857
ENSG00000105261.6	OVOL3	685
ENSG00000105270.13	CLIP3	1250.66666666667
ENSG00000105278.9	ZFR2	1169.22222222222
ENSG00000105281.11	SLC1A5	1597.5
ENSG00000105287.11	PRKD2	1538.23529411765
ENSG00000105289.13	TJP3	1715
ENSG00000105290.10	APLP1	1289.18181818182
ENSG00000105298.12	CACTIN	2040.7
ENSG00000105321.11	CCDC9	795.666666666667
ENSG00000105323.15	HNRNPUL1	1665.40909090909
ENSG00000105325.12	FZR1	1477
ENSG00000105327.14	BBC3	1532.83333333333
ENSG00000105329.8	TGFB1	1029.75
ENSG00000105339.9	DENND3	2099.09090909091
ENSG00000105341.17	ATP5SL	1067.125
ENSG00000105352.9	CEACAM4	891
ENSG00000105355.7	PLIN3	1361.14285714286
ENSG00000105357.14	MYH14	5002.4
ENSG00000105364.12	MRPL4	1109.27272727273
ENSG00000105366.14	SIGLEC8	1589.75
ENSG00000105369.8	CD79A	875.333333333333
ENSG00000105370.6	LIM2	922
ENSG00000105371.8	ICAM4	1259
ENSG00000105372.5	RPS19	778.375
ENSG00000105373.17	NOP53	1038.58333333333
ENSG00000105374.8	NKG7	580.4
ENSG00000105376.4	ICAM5	1543.6
ENSG00000105379.8	ETFB	1694.4
ENSG00000105383.13	CD33	1690.85714285714
ENSG00000105388.13	CEACAM5	1577.4
ENSG00000105392.14	CRX	1949.28571428571
ENSG00000105393.14	BABAM1	874.888888888889
ENSG00000105397.12	TYK2	1193.28571428571
ENSG00000105398.3	SULT2A1	1987
ENSG00000105401.5	CDC37	927.6
ENSG00000105402.6	NAPA	986.318181818182
ENSG00000105404.9	RABAC1	707.6
ENSG00000105409.14	ATP1A3	1900.36363636364
ENSG00000105419.16	MEIS3	1401.92857142857
ENSG00000105426.13	PTPRS	3344.66666666667
ENSG00000105427.8	CNFN	512.5
ENSG00000105428.5	ZNRF4	1426
ENSG00000105429.11	MEGF8	5094.42857142857
ENSG00000105438.7	KDELR1	1021.8
ENSG00000105443.12	CYTH2	1963.07692307692
ENSG00000105447.11	GRWD1	2323.33333333333
ENSG00000105464.3	GRIN2D	5093
ENSG00000105467.7	SYNGR4	689.25
ENSG00000105472.11	CLEC11A	1191
ENSG00000105479.14	CCDC114	1598.16666666667
ENSG00000105483.15	CARD8	2029.03333333333
ENSG00000105486.12	LIG1	1640.65
ENSG00000105492.14	SIGLEC6	1529.22222222222
ENSG00000105497.6	ZNF175	1964.8
ENSG00000105499.12	PLA2G4C	849.666666666667
ENSG00000105501.10	SIGLEC5	2360
ENSG00000105507.2	CABP5	777
ENSG00000105509.9	HAS1	1539.4
ENSG00000105514.6	RAB3D	2598.5
ENSG00000105516.9	DBP	2179
ENSG00000105518.12	TMEM205	776.1875
ENSG00000105519.11	CAPS	1474
ENSG00000105520.9	PLPPR2	1141.375
ENSG00000105523.3	FAM83E	889.5
ENSG00000105538.7	RASIP1	1516.25
ENSG00000105549.9	THEG	1208.25
ENSG00000105550.7	FGF21	1098.5
ENSG00000105552.13	BCAT2	1345.83333333333
ENSG00000105556.9	MIER2	1667.57142857143
ENSG00000105559.10	PLEKHA4	1030
ENSG00000105568.16	PPP2R1A	1218.58333333333
ENSG00000105576.14	TNPO2	1695.72222222222
ENSG00000105583.8	WDR83OS	1088.75
ENSG00000105605.6	CACNG7	1195.75
ENSG00000105607.11	GCDH	1038.875
ENSG00000105609.15	LILRB5	3234
ENSG00000105610.4	KLF1	1592
ENSG00000105612.7	DNASE2	1033.5
ENSG00000105613.8	MAST1	1466.55555555556
ENSG00000105617.3	LENG1	1542
ENSG00000105618.12	PRPF31	1315.22222222222
ENSG00000105619.12	TFPT	880
ENSG00000105639.17	JAK3	2805.85714285714
ENSG00000105640.11	RPL18A	882.142857142857
ENSG00000105641.3	SLC5A5	2074.5
ENSG00000105642.14	KCNN1	1515.5
ENSG00000105643.8	ARRDC2	1513
ENSG00000105647.13	PIK3R2	1773.85714285714
ENSG00000105649.8	RAB3A	975.75
ENSG00000105650.20	PDE4C	1925.05882352941
ENSG00000105655.17	ISYNA1	1263.5
ENSG00000105656.11	ELL	1926.16666666667
ENSG00000105662.14	CRTC1	3412
ENSG00000105664.9	COMP	2011.5
ENSG00000105668.6	UPK1A	1218.25
ENSG00000105669.11	COPE	844.909090909091
ENSG00000105671.10	DDX49	1042.21428571429
ENSG00000105672.13	ETV2	1141.5
ENSG00000105675.7	ATP4A	1680
ENSG00000105676.12	ARMC6	1189.55
ENSG00000105677.10	TMEM147	910.222222222222
ENSG00000105679.7	GAPDHS	930.666666666667
ENSG00000105694.3	ELOCP28	317
ENSG00000105695.13	MAG	1245.375
ENSG00000105696.7	TMEM59L	1394.6
ENSG00000105697.6	HAMP	1278
ENSG00000105698.14	USF2	1106.0625
ENSG00000105699.15	LSR	1398.71428571429
ENSG00000105700.9	KXD1	979.352941176471
ENSG00000105701.14	FKBP8	1067.14285714286
ENSG00000105705.14	SUGP1	1253.26666666667
ENSG00000105707.12	HPN	1431.11111111111
ENSG00000105708.8	ZNF14	2949
ENSG00000105711.9	SCN1B	2441.75
ENSG00000105717.12	PBX4	1134
ENSG00000105722.8	ERF	985.571428571429
ENSG00000105723.10	GSK3A	2092.5
ENSG00000105726.15	ATP13A1	1799.26666666667
ENSG00000105732.11	ZNF574	2676.25
ENSG00000105737.8	GRIK5	2495.16666666667
ENSG00000105738.9	SIPA1L3	1162.5
ENSG00000105750.13	ZNF85	1133.85714285714
ENSG00000105755.6	ETHE1	812.166666666667
ENSG00000105767.2	CADM4	1240
ENSG00000105771.12	SMG9	1203.23076923077
ENSG00000105778.16	AVL9	3248.22222222222
ENSG00000105784.14	RUNDC3B	1598.77777777778
ENSG00000105792.18	CFAP69	1940.23076923077
ENSG00000105793.14	GTPBP10	2027.58333333333
ENSG00000105808.16	RASA4	1464.76470588235
ENSG00000105810.8	CDK6	2960
ENSG00000105819.12	PMPCB	1635.375
ENSG00000105821.13	DNAJC2	1418.5
ENSG00000105825.10	TFPI2	1263.33333333333
ENSG00000105829.10	BET1	1275.42857142857
ENSG00000105835.10	NAMPT	1148.15384615385
ENSG00000105849.5	TWISTNB	2184.5
ENSG00000105851.9	PIK3CG	3134.2
ENSG00000105852.9	PON3	1101.4
ENSG00000105854.11	PON2	927.333333333333
ENSG00000105855.8	ITGB8	4177.6
ENSG00000105856.12	HBP1	1233.26666666667
ENSG00000105865.9	DUS4L	1361.18181818182
ENSG00000105866.12	SP4	2771
ENSG00000105875.12	WDR91	1756.44444444444
ENSG00000105877.16	DNAH11	3917.33333333333
ENSG00000105879.10	CBLL1	1391.25
ENSG00000105880.4	DLX5	1274.66666666667
ENSG00000105887.10	MTPN	2308.5
ENSG00000105889.13	STEAP1B	1112.6
ENSG00000105894.10	PTN	1606.5
ENSG00000105926.14	MPP6	2039.22222222222
ENSG00000105928.12	DFNA5	1419.85714285714
ENSG00000105929.14	ATP6V0A4	1643.71428571429
ENSG00000105939.11	ZC3HAV1	4136.25
ENSG00000105948.12	TTC26	2025.5
ENSG00000105953.13	OGDH	2520.9
ENSG00000105954.2	NPVF	1190
ENSG00000105963.12	ADAP1	1278.27777777778
ENSG00000105967.14	TFEC	2829.33333333333
ENSG00000105968.17	H2AFV	1067
ENSG00000105971.13	CAV2	1126.33333333333
ENSG00000105974.10	CAV1	1689.33333333333
ENSG00000105976.13	MET	2319
ENSG00000105982.15	RNF32	1212.71428571429
ENSG00000105983.18	LMBR1	1576.81818181818
ENSG00000105988.6	NHP2P1	462
ENSG00000105989.7	WNT2	1439.75
ENSG00000105991.7	HOXA1	2266.5
ENSG00000105993.13	DNAJB6	1528.94444444444
ENSG00000105996.6	HOXA2	1903.5
ENSG00000105997.21	HOXA3	1663.28571428571
ENSG00000106003.11	LFNG	1831.57142857143
ENSG00000106004.4	HOXA5	993
ENSG00000106006.6	HOXA6	901.5
ENSG00000106009.14	BRAT1	3238.33333333333
ENSG00000106012.16	IQCE	2043.29411764706
ENSG00000106013.11	ANKRD7	1018.85714285714
ENSG00000106018.12	VIPR2	2019.5
ENSG00000106025.7	TSPAN12	1212.16666666667
ENSG00000106028.9	SSBP1	935.333333333333
ENSG00000106031.7	HOXA13	2950.5
ENSG00000106034.16	CPED1	1798.1
ENSG00000106038.11	EVX1	1617.5
ENSG00000106049.7	HIBADH	1211.75
ENSG00000106052.12	TAX1BP1	1927.07692307692
ENSG00000106066.12	CPVL	962.833333333333
ENSG00000106069.19	CHN2	982.666666666667
ENSG00000106070.16	GRB10	1930.86956521739
ENSG00000106077.17	ABHD11	921.857142857143
ENSG00000106078.16	COBL	3825.6
ENSG00000106080.9	FKBP14	1874.75
ENSG00000106086.17	PLEKHA8	3247.125
ENSG00000106089.10	STX1A	907.357142857143
ENSG00000106100.9	NOD1	1984.75
ENSG00000106105.12	GARS	936.1
ENSG00000106113.17	CRHR2	1710.625
ENSG00000106123.10	EPHB6	2440.90909090909
ENSG00000106125.14	MINDY4	2931.33333333333
ENSG00000106128.17	GHRHR	957.75
ENSG00000106133.16	NSUN5P2	1584.2
ENSG00000106144.18	CASP2	2643.28571428571
ENSG00000106153.12	CHCHD2	797.5
ENSG00000106178.5	CCL24	583.5
ENSG00000106211.8	HSPB1	963.666666666667
ENSG00000106236.3	NPTX2	1771.5
ENSG00000106244.11	PDAP1	801.8
ENSG00000106245.8	BUD31	712.111111111111
ENSG00000106246.16	PTCD1	1592.6
ENSG00000106258.12	CYP3A5	1645.6
ENSG00000106261.15	ZKSCAN1	5233.5
ENSG00000106263.16	EIF3B	1632.83333333333
ENSG00000106266.7	SNX8	1054.55555555556
ENSG00000106268.14	NUDT1	699.666666666667
ENSG00000106278.10	PTPRZ1	1953.55555555556
ENSG00000106290.13	TAF6	1230.89473684211
ENSG00000106299.7	WASL	4435
ENSG00000106302.8	HYAL4	1307
ENSG00000106304.14	SPAM1	1891.66666666667
ENSG00000106305.8	AIMP2	992.25
ENSG00000106327.11	TFR2	1767.69230769231
ENSG00000106328.9	FSCN3	1043.6
ENSG00000106330.10	MOSPD3	950.5
ENSG00000106331.13	PAX4	1467.125
ENSG00000106333.11	PCOLCE	751.3
ENSG00000106336.11	FBXO24	1322.33333333333
ENSG00000106341.9	PPP1R17	1135
ENSG00000106344.7	RBM28	2768.75
ENSG00000106346.10	USP42	3065.57142857143
ENSG00000106348.15	IMPDH1	1680.94117647059
ENSG00000106351.11	AGFG2	1966
ENSG00000106355.8	LSM5	1004.77777777778
ENSG00000106366.8	SERPINE1	3190
ENSG00000106367.12	AP1S1	873.333333333333
ENSG00000106384.9	MOGAT3	1428
ENSG00000106392.9	C1GALT1	2325.71428571429
ENSG00000106397.10	PLOD3	850.375
ENSG00000106399.10	RPA3	876.857142857143
ENSG00000106400.10	ZNHIT1	2163
ENSG00000106404.12	CLDN15	1126.375
ENSG00000106410.13	NOBOX	2028
ENSG00000106415.11	GLCCI1	1275.58333333333
